1	118	1	0	0	24	70875	70875	70875	
2	470	1	0	0	47	2388750	2388750	2388750	
3	1058	1	0	0	71	8793750	8793750	8793750	
4	1880	2	0	0	94	38745000	38745000	38745000	
5	2938	2	0	0	118	91665000	91665000	91665000	
6	5640	4	0	0	141	240187500	240187500	240187500	
7	9048	5	0	0	165	2147483647	2147483647	2147483647	
8	13160	6	0	0	188	-1	-1	-1	
9	17978	7	0	0	212	-1	-1	-1	
10	23500	9	0	0	235	-1	-1	-1	
11	34898	12	0	0	259	-1	-1	-1	
12	47940	15	0	0	282	-1	-1	-1	
13	62628	18	0	0	306	-1	-1	-1	
14	78960	21	0	0	329	-1	-1	-1	
15	96938	24	0	0	353	-1	-1	-1	
16	127840	30	0	0	376	-1	-1	-1	
17	161798	35	0	0	400	-1	-1	-1	
18	198810	41	0	0	423	-1	-1	-1	
19	238878	47	0	0	447	-1	-1	-1	
20	282000	53	0	0	470	-1	-1	-1	
21	351231	62	0	0	498	-1	-1	-1	
22	427755	71	0	0	528	-1	-1	-1	
23	512196	80	0	0	560	-1	-1	-1	
24	605232	89	0	0	593	-1	-1	-1	
25	707587	98	0	0	629	-1	-1	-1	
26	820046	108	0	0	667	-1	-1	-1	
27	943453	117	0	0	707	-1	-1	-1	
28	1078717	126	0	0	749	-1	-1	-1	
29	1226815	135	0	0	794	-1	-1	-1	
30	1388803	144	0	0	842	-1	-1	-1	
31	1595229	158	0	0	884	-1	-1	-1	
32	1818827	172	0	0	928	-1	-1	-1	
33	2060796	185	0	0	974	-1	-1	-1	
34	2322414	199	0	0	1023	-1	-1	-1	
35	2605043	212	0	0	1074	-1	-1	-1	
36	2910129	226	0	0	1128	-1	-1	-1	
37	3239210	239	0	0	1184	-1	-1	-1	
38	3593924	253	0	0	1244	-1	-1	-1	
39	3976012	266	0	0	1306	-1	-1	-1	
40	4387323	280	0	0	1371	-1	-1	-1	
41	4869381	299	0	0	1426	-1	-1	-1	
42	5382982	318	0	0	1483	-1	-1	-1	
43	5929882	336	0	0	1542	-1	-1	-1	
44	6511920	355	0	0	1604	-1	-1	-1	
45	7131034	374	0	0	1668	-1	-1	-1	
46	7789258	393	0	0	1735	-1	-1	-1	
47	8488730	412	0	0	1804	-1	-1	-1	
48	9231697	431	0	0	1876	-1	-1	-1	
49	10020519	449	0	0	1951	-1	-1	-1	
50	10857676	468	0	0	2029	-1	-1	-1	
51	11857343	494	0	0	2101	-1	-1	-1	
52	12913686	520	0	0	2174	-1	-1	-1	
53	14029449	546	0	0	2250	-1	-1	-1	
54	15207495	571	0	0	2329	-1	-1	-1	
55	16450818	597	0	0	2410	-1	-1	-1	
56	17762545	623	0	0	2495	-1	-1	-1	
57	19145941	649	0	0	2582	-1	-1	-1	
58	20604414	675	0	0	2672	-1	-1	-1	
59	22141527	700	0	0	2766	-1	-1	-1	
60	23760997	726	0	0	2863	-1	-1	-1	
61	25933410	770	0	0	2949	-1	-1	-1	
62	28214785	813	0	0	3037	-1	-1	-1	
63	30609702	856	0	0	3128	-1	-1	-1	
64	39747505	1079	0	0	3222	-1	-1	-1	
65	51493509	1358	0	0	3319	-1	-1	-1	
66	55474876	1420	0	0	3418	-1	-1	-1	
67	59648780	1482	0	0	3521	-1	-1	-1	
68	64023195	1545	0	0	3626	-1	-1	-1	
69	68606389	1607	0	0	3735	-1	-1	-1	
70	73406955	1670	0	0	3847	-1	-1	-1	
71	79345238	1752	0	0	3963	-1	-1	-1	
72	85573753	1834	0	0	4082	-1	-1	-1	
73	92104572	1917	0	0	4204	-1	-1	-1	
74	98950215	1999	0	0	4330	-1	-1	-1	
75	106123703	2082	0	0	4460	-1	-1	-1	
76	113638552	2164	0	0	4594	-1	-1	-1	
77	121508783	2247	0	0	4732	-1	-1	-1	
78	129748946	2329	0	0	4874	-1	-1	-1	
79	138374168	2412	0	0	5020	-1	-1	-1	
80	147400127	2494	0	0	5170	-1	-1	-1	
81	158227752	2600	0	0	5326	-1	-1	-1	
82	169572387	2705	0	0	5485	-1	-1	-1	
83	181455292	2810	0	0	5650	-1	-1	-1	
84	193898546	2915	0	0	5819	-1	-1	-1	
85	206925087	3021	0	0	5994	-1	-1	-1	
86	220558723	3126	0	0	6174	-1	-1	-1	
87	234824141	3231	0	0	6359	-1	-1	-1	
88	249746989	3336	0	0	6550	-1	-1	-1	
89	265353867	3442	0	0	6746	-1	-1	-1	
90	281672373	3547	0	0	6949	-1	-1	-1	
91	369337595	4515	0	0	7157	-1	-1	-1	
92	473538898	5621	0	0	7372	-1	-1	-1	
93	430636533	7087	0	0	7593	-1	-1	-1	
94	688586209	8373	0	0	7821	-1	-1	-1	
95	686078166	8693	0	0	8055	-1	-1	-1	
96	630281734	9013	0	0	8297	-1	-1	-1	
97	843249355	9333	0	0	8546	-1	-1	-1	
98	963955058	10811	0	0	8802	-1	-1	-1	
99	1322659532	12765	0	0	9066	-1	-1	-1	
100	1406035568	13174	0	0	9338	-1	-1	-1	
101	1507651756	13715	0	0	9619	-1	-1	-1	
102	1614099432	14256	0	0	9907	-1	-1	-1	
103	1725577160	14796	0	0	10204	-1	-1	-1	
104	1842290785	15337	0	0	10511	-1	-1	-1	
105	1964454143	15878	0	0	10826	-1	-1	-1	
106	2232028247	16418	0	0	11151	-1	-1	-1	
107	2639178042	16959	0	0	11485	-1	-1	-1	
108	3090465239	17500	0	0	11830	-1	-1	-1	
109	3588823339	18040	0	0	12185	-1	-1	-1	
110	4044607839	18581	0	0	12550	-1	-1	-1	
111	4456751915	19297	0	0	12927	-1	-1	-1	
112	4958953578	20012	0	0	13314	-1	-1	-1	
113	5513124347	20728	0	0	13714	-1	-1	-1	
114	6142844405	21444	0	0	14125	-1	-1	-1	
115	6790545257	22159	0	0	14549	-1	-1	-1	
116	7318001174	23138	0	0	14985	-1	-1	-1	
117	7945563314	24116	0	0	15435	-1	-1	-1	
118	8553759314	25094	0	0	15898	-1	-1	-1	
119	9663913517	26072	0	0	16375	-1	-1	-1	
120	10856262156	27050	0	0	16866	-1	-1	-1	
121	11912370495	28466	0	0	17372	-1	-1	-1	
122	13022074743	29882	0	0	17893	-1	-1	-1	
123	14187639915	31297	0	0	18430	-1	-1	-1	
124	15411418657	32713	0	0	18983	-1	-1	-1	
125	16695855794	34129	0	0	19553	-1	-1	-1	
126	18043488114	35544	0	0	20139	-1	-1	-1	
127	19456952321	36960	0	0	20743	-1	-1	-1	
128	20938984914	38376	0	0	21366	-1	-1	-1	
129	22492429041	39791	0	0	22007	-1	-1	-1	
130	24120234048	41207	0	0	22667	-1	-1	-1	
131	25825464827	44373	0	0	23347	-1	-1	-1	
132	27611301442	47539	0	0	24047	-1	-1	-1	
133	29481044735	50704	0	0	24769	-1	-1	-1	
134	31438122432	53870	0	0	25512	-1	-1	-1	
135	33486090755	57036	0	0	26277	-1	-1	-1	
136	35628643264	68951	0	0	27065	-1	-1	-1	
137	37869612718	80867	0	0	27877	-1	-1	-1	
138	40212975181	92783	0	0	28714	-1	-1	-1	
139	42662856947	104698	0	0	29575	-1	-1	-1	
140	45223539054	116614	0	0	30462	-1	-1	-1	
141	988885688167604	115677	0	0	31376	-1	-1	-1	
142	1020530030188968	126401	0	0	32318	-1	-1	-1	
143	1053186991155015	137125	0	0	33287	-1	-1	-1	
144	1086888974871975	147849	0	0	34286	-1	-1	-1	
145	1121669422067878	158573	0	0	35314	-1	-1	-1	
146	1157562843574051	169297	0	0	36374	-1	-1	-1	
147	1194604854568420	180021	0	0	37465	-1	-1	-1	
148	1232832209914610	190745	0	0	38589	-1	-1	-1	
149	1272282840631877	201470	0	0	39747	-1	-1	-1	
150	1312995891532097	212194	0	0	40939	-1	-1	-1	
//A'Dan Z'Ye Silkroad Private Server Editleri
