1	1	MALL_CONSUME	xxx	0	-268435455	642	643	644	645	646	0	0	0	0	0	xxx	xxx
1	2	STORE_CH_SMITH	xxx	0	2003	579	580	581	0	0	0	0	0	0	0	xxx	xxx
1	3	STORE_CH_ARMOR	xxx	0	2004	582	583	584	585	586	587	0	0	0	0	xxx	xxx
1	4	STORE_CH_ACCESSORY	xxx	0	2008	591	592	593	0	0	0	0	0	0	0	xxx	xxx
1	5	STORE_CH_POTION	xxx	0	2005	588	0	0	0	0	0	0	0	0	0	xxx	xxx
1	8	STORE_CH_STABLE	xxx	0	2009	594	595	596	658	0	0	0	0	0	0	xxx	xxx
1	9	STORE_CH_SPECIAL	xxx	0	2010	597	0	0	0	0	0	0	0	0	0	xxx	xxx
1	10	STORE_CH_TRADER	xxx	0	2027	598	661	0	0	0	0	0	0	0	0	xxx	xxx
1	11	STORE_CH_HUNTER	xxx	0	2020	599	662	0	0	0	0	0	0	0	0	xxx	xxx
1	12	STORE_WC_SMITH	xxx	0	2051	600	601	602	0	0	0	0	0	0	0	xxx	xxx
1	13	STORE_WC_ARMOR	xxx	0	2052	603	604	605	606	607	608	0	0	0	0	xxx	xxx
1	14	STORE_WC_ACCESSORY	xxx	0	2054	610	611	612	0	0	0	0	0	0	0	xxx	xxx
1	15	STORE_WC_POTION	xxx	0	2053	609	0	0	0	0	0	0	0	0	0	xxx	xxx
1	16	STORE_WC_STABLE	xxx	0	2055	613	614	615	659	0	0	0	0	0	0	xxx	xxx
1	17	STORE_WC_SPECIAL	xxx	0	2059	616	0	0	0	0	0	0	0	0	0	xxx	xxx
1	18	STORE_WC_TRADER	xxx	0	2065	617	663	0	0	0	0	0	0	0	0	xxx	xxx
1	19	STORE_WC_HUNTER	xxx	0	2062	618	664	0	0	0	0	0	0	0	0	xxx	xxx
1	20	STORE_KT_SMITH	xxx	0	2072	619	620	621	682	683	684	0	0	0	0	xxx	xxx
1	21	STORE_KT_ARMOR	xxx	0	2073	622	623	624	625	626	627	0	0	0	0	xxx	xxx
1	22	STORE_KT_ACCESSORY	xxx	0	2075	629	630	631	691	692	693	0	0	0	0	xxx	xxx
1	23	STORE_KT_POTION	xxx	0	2074	628	0	0	0	0	0	0	0	0	0	xxx	xxx
1	24	STORE_KT_STABLE	xxx	0	2076	632	633	634	660	0	0	0	0	0	0	xxx	xxx
1	25	STORE_KT_SPECIAL	xxx	0	2077	635	0	0	0	0	0	0	0	0	0	xxx	xxx
1	26	STORE_KT_TRADER	xxx	0	2078	636	665	0	0	0	0	0	0	0	0	xxx	xxx
1	27	STORE_KT_HUNTER	xxx	0	2085	637	666	0	0	0	0	0	0	0	0	xxx	xxx
1	28	STORE_TD_THIEF_SPECIAL	xxx	0	2177	638	0	0	0	0	0	0	0	0	0	xxx	xxx
1	29	STORE_TD_THIEF	xxx	0	2178	639	640	641	0	0	0	0	0	0	0	xxx	xxx
1	30	MALL_AVATAR	xxx	0	-268435453	648	647	649	0	0	0	0	0	0	0	xxx	xxx
1	32	MALL_PET	xxx	0	-268435452	651	0	0	0	0	0	0	0	0	0	xxx	xxx
