1	15	965	MALL_CONSUME	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	966	STORE_CH_SMITH	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	967	STORE_CH_ARMOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	968	STORE_CH_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	969	STORE_CH_POTION	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	972	STORE_CH_STABLE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	973	STORE_CH_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	974	STORE_CH_TRADER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	975	STORE_CH_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	976	STORE_WC_SMITH	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	977	STORE_WC_ARMOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	978	STORE_WC_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	979	STORE_WC_POTION	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	980	STORE_WC_STABLE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	981	STORE_WC_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	982	STORE_WC_TRADER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	983	STORE_WC_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	984	STORE_KT_SMITH	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	985	STORE_KT_ARMOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	986	STORE_KT_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	987	STORE_KT_POTION	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	988	STORE_KT_STABLE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	989	STORE_KT_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	990	STORE_KT_TRADER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	991	STORE_KT_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	992	STORE_TD_THIEF_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	993	STORE_TD_THIEF	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	994	MALL_AVATAR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	996	MALL_PET	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	997	STORE_CH_SPECIAL2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	998	STORE_WC_SPECIAL2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	999	STORE_TK_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1000	STORE_RM_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1001	STORE_AM_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1002	MALL_PREMIUM	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1003	MALL_ARCHEMY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1004	STORE_CH_GUILD	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1005	STORE_WC_GUILD	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1006	STORE_KT_GUILD	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1007	STORE_EU_GUILD	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1009	STORE_CA_GUILD	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1010	STORE_EU_SMITH	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1011	STORE_EU_ARMOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1012	STORE_EU_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1013	STORE_EU_POTION	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1014	STORE_EU_STABLE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1015	STORE_EU_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
