1	1	GATE_CH	2094	SN_ZONE_22001	25000	969	0	1369	150	1	0	1	
1	2	GATE_WC	2095	SN_ZONE_22002	26265	957	-80	1508	200	1	0	1	
1	3	GATE_NPC_CH_FERRY	2011	SN_ZONE_21002	24993	560	140	1460	200	0	0	1	
1	4	GATE_NPC_WC_FERRY	2056	SN_ZONE_21004	25761	636	160	1482	200	0	0	1	
1	5	GATE_KT	2096	SN_ZONE_22003	23687	1138	250	153	250	1	0	1	
1	6	GATE_NPC_WC_FERRY2	2120	SN_ZONE_21005	25244	1025	160	601	200	0	0	1	
1	8	GATE_TD	2197	SN_ZONE_25022	24758	760	-28	900	80	0	1	1	
1	9	GATE_NPC_CH_FERRY2	2119	SN_ZONE_21003	24734	523	140	1267	200	0	0	1	
1	10	GATE_DUNGEON_DH_OUT	0	SN_ZONE_25022	-32767	1011	0	-862	90	0	0	1	
1	11	GATE_DUNGEON_DH_IN	0	SN_ZONE_25022	27027	1814	452	1834	150	0	0	1	
1	12	GATE_NPC_KT_FERRY2	3826	SN_ZONE_25029_2	23436	904	-23	1412	150	0	0	1	
1	13	GATE_NPC_KT_FERRY3	3827	SN_ZONE_25029_1	23180	1413	-37	769	150	0	0	1	
1	14	GATE_NPC_WC_FERRY3	3824	SN_ZONE_25028_2	23439	583	-22	1858	150	0	0	1	
1	15	GATE_NPC_WC_FERRY4	3825	SN_ZONE_25028_1	23183	464	-57	879	150	0	0	1	
1	16	GATE_NPC_KT_FLYSHIP1	5901	SN_ZONE_25031_1	23929	862	2105	1623	150	0	0	1	
1	17	GATE_NPC_KT_FLYSHIP2	5902	SN_ZONE_25031_2	22137	1168	2030	824	150	0	0	1	
1	18	GATE_NPC_RM_FLYSHIP1	5910	SN_ZONE_25033_1	24438	888	2523	538	150	0	0	1	
1	19	GATE_NPC_RM_FLYSHIP2	5911	SN_ZONE_25033_2	22390	909	2516	267	150	0	0	1	
1	20	GATE_EU	19554	SN_ZONE_22004	26959	950	84	1070	100	1	0	1	
1	21	GATE_NPC_EU_FERRY2	7524	SN_ZONE_21009	25163	734	-184	168	150	0	0	1	
