3	QNO_CH_SMITH_1	1	1	0	0	0	0	0	0	205	270	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
4	QNO_CH_CHEF_1	1	1	0	0	0	0	0	0	475	375	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
5	QNO_CH_SOLDIER_EA1_1	1	1	0	0	0	0	0	0	1000	2752	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
6	QNO_CH_POTION_1	1	1	1	0	0	0	0	0	0	6160	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
7	QNO_CH_SOLDIER_EA2_1	1	1	0	0	0	0	0	0	1900	6150	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
8	QNO_CH_PRIEST_1	1	1	1	0	0	0	0	0	3800	12450	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
9	QNO_CH_SHAMAN_1	1	0	1	1	1	1	0	0	0	0	0	0	0	xxx	0	0	1	0	xxx	0	xxx	0	xxx	
10	QNO_CH_GENARAL_BO_1	1	1	1	0	0	0	0	0	0	9500	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
11	QNO_CH_GENARAL_SP_1	1	1	1	0	0	0	0	0	0	14500	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
12	QNO_CH_HORSE_1	1	1	0	0	0	0	0	0	4300	20020	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
13	QNO_WC_POTION_1	1	1	0	0	0	0	0	0	3800	23740	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
14	QNO_WC_ACCESSORY_1	1	1	0	0	0	0	0	0	3800	29640	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
15	QNO_WC_SPECIAL_1	1	1	1	0	0	0	0	0	0	28980	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
16	QNO_WC_WAREHOUSE_W_1	1	1	0	0	0	0	0	0	4000	42470	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
17	QNO_WC_HORSE_1	1	1	0	0	0	0	0	0	4800	42200	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
18	QNO_WC_DOCTOR_1	1	1	0	0	0	0	0	0	250000	1023000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
19	QNO_WC_SMITH_1	1	1	0	0	0	0	0	0	6000	135000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
20	QNO_WC_ARMOR_1	1	1	0	0	0	0	0	0	13500	75000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
21	QNO_KT_MANAGER_1	1	1	0	0	0	0	0	0	0	850000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
22	QNO_KT_WAREHOUSE_1	1	1	0	0	0	0	0	0	0	900000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
23	QNO_KT_SOLDIER_SO1_1	1	1	0	0	0	0	0	0	0	1242000	11300	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
24	QNO_KT_SOLDIER_WE2_1	1	1	0	0	0	0	0	0	0	1517000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
25	QNO_KT_ARMOR_1	1	1	1	0	0	0	0	0	0	2286300	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
26	QNO_KT_POTION_1	1	1	0	0	0	0	0	0	100000	1650000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
27	QNO_KT_SMITH_1	1	1	0	0	0	0	0	0	0	2575000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
28	QNO_WC_PRIEST1_1	1	1	0	0	0	0	0	0	3000	12000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
29	QSP_ALL_POTION_1	0	0	0	0	0	0	0	0	0	0	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
30	QNO_WC_GENARAL_SP_1	1	1	0	0	0	0	0	0	0	5420100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
31	QNO_WC_GENARAL_SW_1	1	1	0	0	0	0	0	0	250000	5420100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
32	QNO_WC_SOLDIER_SO_1	1	1	0	0	0	0	0	0	140000	4830200	9000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
33	QNO_WC_SOLDIER_EA2_1	1	1	0	0	0	0	0	0	275000	7025100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
34	QNO_WC_GENARAL_BO_1	1	1	0	0	0	0	0	0	0	7575100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
35	QNO_WC_PRIEST3_1	1	1	1	0	0	0	0	0	0	15825300	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
36	QNO_WC_WAREHOUSE_M_1	1	1	0	0	0	0	0	0	375000	8275100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
37	QNO_WC_PRIEST2_1	1	1	0	0	0	0	0	0	425000	16825300	24000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
38	QNO_KT_SOLDIER_EA2_1	1	1	0	0	0	0	0	0	197500	5975100	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
39	QNO_KT_ACCESSORY_1	1	1	0	0	0	0	0	0	40000	3325000	12500	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
40	QNO_KT_SMITH_2	1	1	0	0	0	0	0	0	0	15475300	90000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
41	QNO_KT_ACCESSORY_2	1	1	0	0	0	0	0	0	925000	12075300	90000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
42	QNO_KT_SMITH_3	1	1	0	0	0	0	0	0	0	17367600	96000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
43	QNO_KT_ACCESSORY_3	1	1	0	0	0	0	0	0	1000000	13367600	96000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
44	QNO_KT_SOLDIER_WE1_1	1	1	0	0	0	0	0	0	250000	8156000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
45	QNO_KT_POTION_2	1	1	0	0	0	0	0	0	350000	8731000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
46	QNO_KT_HORSE_1	1	1	0	0	0	0	0	0	375000	9231000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
48	QNO_CH_SPECIAL_1	1	1	0	0	0	0	0	0	4400	33660	5000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
49	QNO_CH_GENARAL_SW_1	1	1	0	0	0	0	0	0	5050	41360	5000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
50	QNO_CH_POTION_2	1	1	0	0	0	0	0	0	3800	14400	3600	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
51	QNO_WC_HORSE_2	1	1	0	0	0	0	0	0	35000	326000	25000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
53	QNO_CH_POTION_3	1	1	1	0	0	0	0	0	0	13650	4000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
54	QNO_CH_EUROPE_1	1	1	1	0	0	0	0	0	3500	12720	5000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
55	QNO_CH_SHAMAN_2	1	1	0	0	0	0	0	0	4000	12700	4500	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
56	QNO_CH_GENARAL_BO_2	1	1	0	0	0	0	0	0	8300	59280	10000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
57	QNO_CH_GENARAL_1	1	1	1	0	0	0	0	0	0	12820	2050	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
58	QNO_CH_SMITH_2	1	1	1	0	0	0	0	0	0	68860	10000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
59	QNO_CH_POTION_4	1	1	1	0	0	0	0	0	0	18000	4500	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
60	QNO_CH_EUROPE_2	1	1	0	0	0	0	0	0	15700	132000	15000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
61	QNO_CH_SPECIAL_2	1	1	0	0	0	0	0	0	10900	93060	10000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
62	QNO_CH_FERRY2_1	1	1	0	0	0	0	0	0	28500	246100	25000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
63	QNO_CH_LOTTERY_1	0	0	0	0	0	0	0	0	0	0	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
64	QNO_CH_POTION_5	1	1	1	0	0	0	0	0	0	2188000	18700	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
65	QNO_CH_EUROPE_3	1	1	1	0	0	0	0	0	0	2188000	18700	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
66	QNO_CH_LOTTERY_2	1	1	1	0	0	0	0	0	340000	929160	187500	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
67	QNO_CH_BIGMAN_1	1	0	1	0	0	0	0	0	0	0	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
68	QNO_WC_FERRY2_1	1	1	1	0	0	0	0	0	0	301920	30000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
69	QNO_WC_SPECIAL_2	1	1	0	0	0	0	0	0	37000	329280	30000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
70	QNO_WC_DOCTOR_2	1	1	1	0	0	0	0	0	0	290400	25000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
71	QNO_WC_SOLDIER_EA1_1	1	1	0	0	0	0	0	0	0	547000	40000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
72	QNO_WC_SOLDIER_EA2_2	1	1	0	0	0	0	0	0	0	573000	40000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
73	QNO_WC_SOLDIER_EA2_3	1	1	1	0	0	0	0	0	0	107000	3000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
74	QNO_WC_ACCESSORY_2	1	1	0	0	0	0	0	0	34500	293080	20000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
75	QNO_WC_ACCESSORY_3	1	1	1	0	0	0	0	0	0	120000	3000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
76	QNO_WC_HORSE_3	1	1	0	0	0	0	0	0	0	390100	25000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
77	QNO_WC_WAREHOUSE_W_2	1	1	0	0	0	0	0	0	0	359560	20000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
78	QNO_WC_POTION_2	1	1	0	0	0	0	0	0	0	927800	40000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
79	QNO_WC_POTION_3	0	0	0	0	0	0	0	0	0	0	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
80	QNO_WC_SOLDIER_WE1_1	1	1	1	0	0	0	0	0	0	257360	12500	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
81	QNO_WC_SOLDIER_WE2_1	1	1	1	0	0	0	0	0	0	1461000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
82	QNO_WC_DOCTOR_3	1	1	0	0	0	0	0	0	55200	1782507	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
83	QNO_WC_GENARAL_SW_2	1	1	0	0	0	0	0	0	94000	3527000	50000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
84	QNO_WC_GENARAL_SW_3	1	1	0	0	0	0	0	0	96500	1776000	50000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
85	QNO_WC_FERRY3_1	1	1	0	0	0	0	0	0	0	516300	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
86	QNO_WC_SMITH_2	1	1	0	0	0	0	0	0	0	589300	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
87	QNO_WC_SMITH_3	1	1	1	0	0	0	0	0	0	221500	50000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
88	QNO_WC_FERRY4_1	1	1	1	0	0	0	0	0	0	650	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
89	QNO_RM_VILLAGECHIEF_1	1	1	0	0	0	0	0	0	240000	14375300	50000	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
90	QNO_RM_YOUNGWOMAN1_1	1	1	0	0	0	0	0	0	311000	7516000	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
91	QNO_RM_MEETROC_1	0	0	0	0	0	0	0	0	0	0	0	0	0	xxx	0	0	0	0	xxx	0	xxx	0	xxx	
