1	2094	STORE_CH_GATE	????	xxx	SN_NPC_CH_GATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	25000	0	1254	-6	1374	0	0	100	25	10	0	xxx	xxx	xxx	FORTRESS_JANGAN	xxx	1	
1	2095	STORE_WC_GATE	????	xxx	SN_NPC_WC_GATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	26521	0	962	-35	8	0	0	100	50	40	0	xxx	xxx	xxx	FORTRESS_DONWHANG	xxx	2	
1	2096	STORE_KT_GATE	????	xxx	SN_NPC_KT_GATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	23687	0	1131	305	488	0	0	100	50	30	0	xxx	xxx	xxx	FORTRESS_HOTAN	xxx	3	
1	2197	STORE_TD_GATE	??????	xxx	xxx	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	24758	0	641	-3	728	0	0	100	20	15	0	xxx	xxx	xxx	xxx	xxx	4	
1	19554	STORE_EU_GATE	????????	xxx	SN_NPC_EU_GATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	26959	0	700	200	886	0	0	100	60	100	0	xxx	xxx	xxx	FORTRESS_CONSTANTINOPLE	xxx	5	
1	19555	STORE_CA_GATE	???????	xxx	SN_NPC_CA_GATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	27499	0	1917	250	108	0	0	100	50	50	0	xxx	xxx	xxx	FORTRESS_SAMARKAND	xxx	6	
1	19556	INS_QUEST_TELEPORT	?????	xxx	SN_INS_QUEST_TELEPORT	xxx	0	0	4	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	100	16	10	0	quest\ins_quest_teleport.bsr	xxx	xxx	xxx	xxx	7	
1	22896	STORE_TQ_SNAKEGATE	????4???	xxx	SN_STORE_TQ_SNAKEGATE	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	-32764	0	-655	7	-172	0	0	100	30	50	0	xxx	xxx	xxx	xxx	xxx	10	
1	22897	STORE_TQ_6FGATE2	????6???2?	xxx	SN_STORE_TQ_6FGATE2	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	-32766	0	370	1900	830	0	0	100	150	300	0	xxx	xxx	xxx	xxx	xxx	11	
1	22898	STORE_TQ_6FGATE3	????6???5?	xxx	SN_STORE_TQ_6FGATE3	xxx	0	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	-32766	0	710	1900	-295	0	0	100	150	300	0	xxx	xxx	xxx	xxx	xxx	12	
