GROUP_FORTRESS_JANGAN	REF_SIEGE_FORTRESS	STRING	FORTRESS_JANGAN	
GROUP_FORTRESS_DONWHANG	REF_SIEGE_FORTRESS	STRING	FORTRESS_DONWHANG	
GROUP_FORTRESS_HOTAN	REF_SIEGE_FORTRESS	STRING	FORTRESS_HOTAN	
GROUP_FORTRESS_CONSTANTINOPLE	REF_SIEGE_FORTRESS	STRING	FORTRESS_CONSTANTINOPLE	
GROUP_FORTRESS_SAMARKAND	REF_SIEGE_FORTRESS	STRING	FORTRESS_SAMARKAND	
GROUP_FORTRESS_BIJEOKDAN	REF_SIEGE_FORTRESS	STRING	FORTRESS_BIJEOKDAN	
GROUP_FORTRESS_HEUKMAKDAN	REF_SIEGE_FORTRESS	STRING	FORTRESS_HEUKMAKDAN	
GROUP_FORTRESS_EVILORDER	REF_SIEGE_FORTRESS	STRING	FORTRESS_EVILORDER	
GROUP_FORTRESS_JANGAN	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_JA_AREA	
GROUP_FORTRESS_DONWHANG	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_DW_AREA	
GROUP_FORTRESS_HOTAN	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_HT_AREA	
GROUP_FORTRESS_CONSTANTINOPLE	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_CT_AREA	
GROUP_FORTRESS_SAMARKAND	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_SK_AREA	
GROUP_FORTRESS_BIJEOKDAN	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_BJ_AREA	
GROUP_FORTRESS_HEUKMAKDAN	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_HM_AREA	
GROUP_FORTRESS_EVILORDER	REF_REGION_BIND_ASSOC_SERVER	STRING	FORT_ER_AREA	
GROUP_ARENA_OCCUPY_8_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_OCCUPY_8_A_GATE	
GROUP_ARENA_OCCUPY_16_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_OCCUPY_16_A_GATE	
GROUP_ARENA_OCCUPY_32_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_OCCUPY_32_A_GATE	
GROUP_ARENA_FLAG_8_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_FLAG_8_A_GATE	
GROUP_ARENA_FLAG_16_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_FLAG_16_A_GATE	
GROUP_ARENA_FLAG_32_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_FLAG_32_A_GATE	
GROUP_ARENA_SCORE_8_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_SCORE_8_A_GATE	
GROUP_ARENA_SCORE_16_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_SCORE_16_A_GATE	
GROUP_ARENA_SCORE_32_GATE	REF_TELEPORT_BATTLE_ARENA_A_GATE	STRING	GATE_ARENA_SCORE_32_A_GATE	
GROUP_ARENA_OCCUPY_8_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_OCCUPY_8_B_GATE	
GROUP_ARENA_OCCUPY_16_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_OCCUPY_16_B_GATE	
GROUP_ARENA_OCCUPY_32_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_OCCUPY_32_B_GATE	
GROUP_ARENA_FLAG_8_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_FLAG_8_B_GATE	
GROUP_ARENA_FLAG_16_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_FLAG_16_B_GATE	
GROUP_ARENA_FLAG_32_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_FLAG_32_B_GATE	
GROUP_ARENA_SCORE_8_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_SCORE_8_B_GATE	
GROUP_ARENA_SCORE_16_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_SCORE_16_B_GATE	
GROUP_ARENA_SCORE_32_GATE	REF_TELEPORT_BATTLE_ARENA_B_GATE	STRING	GATE_ARENA_SCORE_32_B_GATE	
GROUP_ARENA_OCCUPY_8_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	20	
GROUP_ARENA_OCCUPY_8_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	3	
GROUP_ARENA_OCCUPY_8_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	7	
GROUP_ARENA_OCCUPY_8_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_OCCUPY_16_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	25	
GROUP_ARENA_OCCUPY_16_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	4	
GROUP_ARENA_OCCUPY_16_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	8	
GROUP_ARENA_OCCUPY_16_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_OCCUPY_32_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	30	
GROUP_ARENA_OCCUPY_32_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	5	
GROUP_ARENA_OCCUPY_32_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	10	
GROUP_ARENA_OCCUPY_32_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_FLAG_8_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	20	
GROUP_ARENA_FLAG_8_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	3	
GROUP_ARENA_FLAG_8_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	7	
GROUP_ARENA_FLAG_8_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_FLAG_16_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	25	
GROUP_ARENA_FLAG_16_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	4	
GROUP_ARENA_FLAG_16_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	8	
GROUP_ARENA_FLAG_16_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_FLAG_32_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	30	
GROUP_ARENA_FLAG_32_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	5	
GROUP_ARENA_FLAG_32_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	10	
GROUP_ARENA_FLAG_32_GATE	BATTLE_ARENA_TICKET_DROP_RATE	INT32	0	
GROUP_ARENA_SCORE_8_GATE	BATTLE_ARENA_REWARD_WIN	FLOAT32	15	
GROUP_ARENA_SCORE_8_GATE	BATTLE_ARENA_REWARD_LOSE	FLOAT32	3	
GROUP_ARENA_SCORE_8_GATE	BATTLE_ARENA_REWARD_DRAW	FLOAT32	5	
