1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	175	0	0	0	0	1	90	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	1	176	0	0	0	0	1	90	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	1	244	0	0	0	0	1	118	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	175	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	176	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	2	244	0	0	0	0	1	118	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	5	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	5	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	5	175	0	0	0	0	1	90	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	5	176	0	0	0	0	1	90	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	5	244	0	0	0	0	1	118	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	11	10	0	0	0	0	1	50	999	0	0	0	0	0	0	0	0	0	0	0	0	
1	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	16	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	18	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	175	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	176	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	20	244	0	0	0	0	1	118	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	21	177	0	0	0	0	1	90	999	0	0	0	7	0	0	0	0	0	0	0	0	
1	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	22	177	0	0	0	0	1	90	999	0	0	0	7	0	0	0	0	0	0	0	0	
1	23	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	23	177	0	0	0	0	1	90	999	0	0	0	7	0	0	0	0	0	0	0	0	
1	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	175	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	176	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	25	244	0	0	0	0	1	118	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	26	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	27	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	28	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	29	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	30	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	31	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	34	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	39	40	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	39	41	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	40	39	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	40	41	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	41	39	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	41	40	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	42	43	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	42	44	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	42	45	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	43	42	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	43	44	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
1	43	45	0	0	0	0	1	0	999	2	0	0	0	0	0	0	0	0	0	0	0	
