1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_01	0	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_02	1	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_03	2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_04	3	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_05	4	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_06	5	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_07	6	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_08	7	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_09	8	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_10	9	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ASTRAL	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ASTRAL_11	10	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_01	0	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_02	1	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_03	2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_04	3	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_05	4	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_06	5	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_07	6	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_08	7	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_09	8	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_10	9	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ATHANASIA	PACKAGE_ITEM_ETC_ARCHEMY_MAGICSTONE_ATHANASIA_11	10	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ETC	PACKAGE_ITEM_ETC_ARCHEMY_RONDO_03	0	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ETC	PACKAGE_ITEM_MALL_TRADE_MAGICRUNE_SEAL	1	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ETC	PACKAGE_ITEM_MALL_TRADE_STATEMENT	3	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_ARCHEMY_ETC	PACKAGE_ITEM_MALL_TRADE_STRENTHRUNE_SEAL	2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_COMMUNITY	PACKAGE_ITEM_MALL_GLOBAL_CHATTING	0	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_BOLT	9	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_EQUIP_TRANSGENDER_1	4	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_EQUIP_TRANSGENDER_2	5	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_EQUIP_TRANSGENDER_3	6	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_EQUIP_TRANSGENDER_4	7	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_QUIVER	8	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_ETC	PACKAGE_ITEM_MALL_REPAIR_HAMMER	3	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_DAMAGE_ABS_20P_SCROLL	9	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_DAMAGE_INC_20P_SCROLL	8	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_RESURRECTION_100P_SCROLL	12	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_RESURRECTION_60P_SCROLL	11	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_RETURN_SCROLL_HIGH_SPEED	10	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SCROLL	PACKAGE_ITEM_MALL_REVERSE_RETURN_SCROLL	13	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SPECIAL	PACKAGE_ITEM_MALL_CHAR_SKIN_CHANGE_SCROLL	6	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	MALL_CONSUME_SPECIAL	PACKAGE_ITEM_MALL_GACHA_CARD	11	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
