1	11001	1	SN_ZONE_11001	장안	대장간	로컬 장안맵	0	1	-1	-1	413	459	0	0	255	255	255	0	0	1	xxx
1	11002	1	SN_ZONE_11002	장안	방어구점	로컬 장안맵	0	1	-1	-1	413	507	0	0	255	255	255	0	0	1	xxx
1	11003	1	SN_ZONE_11003	장안	의약품점	로컬 장안맵	0	1	-1	-1	616	426	0	0	255	255	255	0	0	1	xxx
1	11004	1	SN_ZONE_11004	장안	잡화점	로컬 장안맵	0	1	-1	-1	615	508	0	0	255	255	255	0	0	1	xxx
1	11005	1	SN_ZONE_11005	장안	특산품점	로컬 장안맵	0	1	-1	-1	616	608	0	0	255	255	255	0	0	1	xxx
1	11007	1	SN_ZONE_11007	장안	마구간	로컬 장안맵	0	1	-1	-1	413	596	0	0	255	255	255	0	0	1	xxx
1	11008	1	SN_ZONE_11008	장안	창고	로컬 장안맵	0	1	-1	-1	494	523	0	0	255	255	255	0	0	1	xxx
1	11009	1	SN_ZONE_11009	장안	차원의 문	로컬 장안맵	0	1	-1	-1	554	469	0	0	255	255	255	0	0	1	xxx
1	11010	1	SN_ZONE_11010	돈황	대장간	로컬 돈황맵	0	2	-1	-1	430	415	0	0	255	255	255	0	0	1	xxx
1	11011	1	SN_ZONE_11011	돈황	방어구점	로컬 돈황맵	0	2	-1	-1	433	461	0	0	255	255	255	0	0	1	xxx
1	11012	1	SN_ZONE_11012	돈황	의약품점	로컬 돈황맵	0	2	-1	-1	326	430	0	0	255	255	255	0	0	1	xxx
1	11013	1	SN_ZONE_11013	돈황	잡화점	로컬 돈황맵	0	2	-1	-1	326	482	0	0	255	255	255	0	0	1	xxx
1	11014	1	SN_ZONE_11014	돈황	특산품점	로컬 돈황맵	0	2	-1	-1	312	381	0	0	255	255	255	0	0	1	xxx
1	11016	1	SN_ZONE_11016	돈황	마구간	로컬 돈황맵	0	2	-1	-1	446	367	0	0	255	255	255	0	0	1	xxx
1	11017	1	SN_ZONE_11017	돈황	창고	로컬 돈황맵	0	2	-1	-1	433	509	0	0	255	255	255	0	0	1	xxx
1	11018	1	SN_ZONE_11018	돈황	차원의 문	로컬 돈황맵	0	2	-1	-1	384	320	0	0	255	255	255	0	0	1	xxx
1	11019	1	SN_ZONE_11019	호탄	대장간	로컬 호탄맵	0	3	-1	-1	225	727	0	0	255	255	255	0	0	1	xxx
1	11020	1	SN_ZONE_11020	호탄	방어구점	로컬 호탄맵	0	3	-1	-1	228	813	0	0	255	255	255	0	0	1	xxx
1	11021	1	SN_ZONE_11021	호탄	의약품점	로컬 호탄맵	0	3	-1	-1	262	686	0	0	255	255	255	0	0	1	xxx
1	11022	1	SN_ZONE_11022	호탄	잡화점	로컬 호탄맵	0	3	-1	-1	264	851	0	0	255	255	255	0	0	1	xxx
1	11023	1	SN_ZONE_11023	호탄	특산품점	로컬 호탄맵	0	3	-1	-1	388	710	0	0	255	255	255	0	0	1	xxx
1	11025	1	SN_ZONE_11025	호탄	마구간	로컬 호탄맵	0	3	-1	-1	385	832	0	0	255	255	255	0	0	1	xxx
1	11026	1	SN_ZONE_11026	호탄	창고	로컬 호탄맵	0	3	-1	-1	287	743	0	0	255	255	255	0	0	1	xxx
1	11027	1	SN_ZONE_11027	호탄	차원의 문	로컬 호탄맵	0	3	-1	-1	313	770	0	0	255	255	255	0	0	1	xxx
1	11028	1	SN_ZONE_11028	장안	헌터조합	로컬 장안맵	0	1	-1	-1	335	334	0	0	255	255	255	0	0	1	xxx
1	11029	1	SN_ZONE_11029	돈황	헌터조합	로컬 돈황맵	0	2	-1	-1	316	219	0	0	255	255	255	0	0	1	xxx
1	11030	1	SN_ZONE_11030	호탄	헌터조합	로컬 호탄맵	0	3	-1	-1	457	631	0	0	255	255	255	0	0	1	xxx
1	11031	1	SN_ZONE_11031	사마르칸트	대장간	로컬 사마르칸트맵	0	4	-1	-1	295	177	0	0	255	255	255	0	0	1	xxx
