1	579	STORE_CH_SMITH_TAB1	8	SN_TAB_WEAPON
1	580	STORE_CH_SMITH_TAB2	8	SN_TAB_SHIELD
1	581	STORE_CH_SMITH_TAB3	8	SN_TAB_ETC
1	582	STORE_CH_ARMOR_TAB1	9	SN_TAB_HEAVYARMOR
1	583	STORE_CH_ARMOR_TAB2	9	SN_TAB_LIGHTARMOR
1	584	STORE_CH_ARMOR_TAB3	9	SN_TAB_CLOTHES
1	585	STORE_CH_ARMOR_TAB4	10	SN_TAB_HEAVYARMOR
1	586	STORE_CH_ARMOR_TAB5	10	SN_TAB_LIGHTARMOR
1	587	STORE_CH_ARMOR_TAB6	10	SN_TAB_CLOTHES
1	588	STORE_CH_POTION_TAB1	11	SN_TAB_POTION
1	589	STORE_CH_POTION2_TAB1	17	SN_TAB_POTION
1	590	STORE_CH_POTION2_TAB2	17	SN_TAB_ETC
1	591	STORE_CH_ACCESSORY_TAB1	12	SN_TAB_ACCESSORY
1	592	STORE_CH_ACCESSORY_TAB2	12	SN_TAB_ETC
1	593	STORE_CH_ACCESSORY_TAB3	12	SN_TAB_ALCHEMY
1	594	STORE_CH_STABLE_TAB1	13	SN_TAB_VEHICLE
1	595	STORE_CH_STABLE_TAB2	13	SN_TAB_CART
1	596	STORE_CH_STABLE_TAB3	13	SN_TAB_PET
1	597	STORE_CH_SPECIAL_TAB1	14	SN_TAB_SPECIAL
1	598	STORE_CH_TRADER_TAB1	15	SN_TAB_MALE
1	599	STORE_CH_HUNTER_TAB1	16	SN_TAB_MALE
1	600	STORE_WC_SMITH_TAB1	18	SN_TAB_WEAPON
1	601	STORE_WC_SMITH_TAB2	18	SN_TAB_SHIELD
1	602	STORE_WC_SMITH_TAB3	18	SN_TAB_ETC
1	603	STORE_WC_ARMOR_TAB1	19	SN_TAB_HEAVYARMOR
1	604	STORE_WC_ARMOR_TAB2	19	SN_TAB_LIGHTARMOR
1	605	STORE_WC_ARMOR_TAB3	19	SN_TAB_CLOTHES
1	606	STORE_WC_ARMOR_TAB4	20	SN_TAB_HEAVYARMOR
1	607	STORE_WC_ARMOR_TAB5	20	SN_TAB_LIGHTARMOR
1	608	STORE_WC_ARMOR_TAB6	20	SN_TAB_CLOTHES
1	609	STORE_WC_POTION_TAB1	21	SN_TAB_POTION
1	610	STORE_WC_ACCESSORY_TAB1	22	SN_TAB_ACCESSORY
1	611	STORE_WC_ACCESSORY_TAB2	22	SN_TAB_ETC
1	612	STORE_WC_ACCESSORY_TAB3	22	SN_TAB_ALCHEMY
1	613	STORE_WC_STABLE_TAB1	23	SN_TAB_VEHICLE
1	614	STORE_WC_STABLE_TAB2	23	SN_TAB_CART
1	615	STORE_WC_STABLE_TAB3	23	SN_TAB_PET
1	616	STORE_WC_SPECIAL_TAB1	24	SN_TAB_SPECIAL
1	617	STORE_WC_TRADER_TAB1	25	SN_TAB_MALE
1	618	STORE_WC_HUNTER_TAB1	26	SN_TAB_MALE
1	619	STORE_KT_SMITH_TAB1	27	SN_TAB_WEAPON
1	620	STORE_KT_SMITH_TAB2	27	SN_TAB_SHIELD
1	621	STORE_KT_SMITH_TAB3	27	UIIT_CTL_WNETWORK_ARROW
1	622	STORE_KT_ARMOR_TAB1	29	SN_TAB_HEAVYARMOR
1	623	STORE_KT_ARMOR_TAB2	29	SN_TAB_LIGHTARMOR
1	624	STORE_KT_ARMOR_TAB3	29	SN_TAB_CLOTHES
1	625	STORE_KT_ARMOR_TAB4	30	SN_TAB_HEAVYARMOR
1	626	STORE_KT_ARMOR_TAB5	30	SN_TAB_LIGHTARMOR
1	627	STORE_KT_ARMOR_TAB6	30	SN_TAB_CLOTHES
1	628	STORE_KT_POTION_TAB1	33	SN_TAB_POTION
1	629	STORE_KT_ACCESSORY_TAB1	34	SN_TAB_ACCESSORY
1	630	STORE_KT_ACCESSORY_TAB2	34	SN_TAB_ETC
1	631	STORE_KT_ACCESSORY_TAB3	34	SN_TAB_ALCHEMY
1	632	STORE_KT_STABLE_TAB1	36	SN_TAB_VEHICLE
1	633	STORE_KT_STABLE_TAB2	36	SN_TAB_CART
1	634	STORE_KT_STABLE_TAB3	36	SN_TAB_PET
1	635	STORE_KT_SPECIAL_TAB1	37	SN_TAB_SPECIAL
1	636	STORE_KT_TRADER_TAB1	38	SN_TAB_MALE
1	637	STORE_KT_HUNTER_TAB1	39	SN_TAB_MALE
1	638	STORE_TD_THIEF_SPECIAL_TAB1	6	SN_TAB_SPECIAL
